D:\private\IMG\center_2021_01_27_21_17_17_961.jpg,D:\private\IMG\left_2021_01_27_21_17_17_961.jpg,D:\private\IMG\right_2021_01_27_21_17_17_961.jpg,0,0,0,8.788486E-06
D:\private\IMG\center_2021_01_27_21_17_18_034.jpg,D:\private\IMG\left_2021_01_27_21_17_18_034.jpg,D:\private\IMG\right_2021_01_27_21_17_18_034.jpg,0,0.2179107,0,0.1538802
D:\private\IMG\center_2021_01_27_21_17_18_105.jpg,D:\private\IMG\left_2021_01_27_21_17_18_105.jpg,D:\private\IMG\right_2021_01_27_21_17_18_105.jpg,0,0.3930087,0,0.3637828
D:\private\IMG\center_2021_01_27_21_17_18_179.jpg,D:\private\IMG\left_2021_01_27_21_17_18_179.jpg,D:\private\IMG\right_2021_01_27_21_17_18_179.jpg,0,0.6566499,0,0.8723263
D:\private\IMG\center_2021_01_27_21_17_18_253.jpg,D:\private\IMG\left_2021_01_27_21_17_18_253.jpg,D:\private\IMG\right_2021_01_27_21_17_18_253.jpg,0,0.8769745,0,1.630293
D:\private\IMG\center_2021_01_27_21_17_18_326.jpg,D:\private\IMG\left_2021_01_27_21_17_18_326.jpg,D:\private\IMG\right_2021_01_27_21_17_18_326.jpg,0,1,0,2.329186
D:\private\IMG\center_2021_01_27_21_17_18_399.jpg,D:\private\IMG\left_2021_01_27_21_17_18_399.jpg,D:\private\IMG\right_2021_01_27_21_17_18_399.jpg,0,1,0,3.261852
D:\private\IMG\center_2021_01_27_21_17_18_474.jpg,D:\private\IMG\left_2021_01_27_21_17_18_474.jpg,D:\private\IMG\right_2021_01_27_21_17_18_474.jpg,-0.15,1,0,4.199505
D:\private\IMG\center_2021_01_27_21_17_18_546.jpg,D:\private\IMG\left_2021_01_27_21_17_18_546.jpg,D:\private\IMG\right_2021_01_27_21_17_18_546.jpg,-0.3,1,0,4.888854
D:\private\IMG\center_2021_01_27_21_17_18_621.jpg,D:\private\IMG\left_2021_01_27_21_17_18_621.jpg,D:\private\IMG\right_2021_01_27_21_17_18_621.jpg,-0.5000001,1,0,5.787618
D:\private\IMG\center_2021_01_27_21_17_18_691.jpg,D:\private\IMG\left_2021_01_27_21_17_18_691.jpg,D:\private\IMG\right_2021_01_27_21_17_18_691.jpg,-0.6500001,1,0,6.443266
D:\private\IMG\center_2021_01_27_21_17_18_763.jpg,D:\private\IMG\left_2021_01_27_21_17_18_763.jpg,D:\private\IMG\right_2021_01_27_21_17_18_763.jpg,0,1,0,7.285606
D:\private\IMG\center_2021_01_27_21_17_18_837.jpg,D:\private\IMG\left_2021_01_27_21_17_18_837.jpg,D:\private\IMG\right_2021_01_27_21_17_18_837.jpg,0,1,0,8.187276
D:\private\IMG\center_2021_01_27_21_17_18_909.jpg,D:\private\IMG\left_2021_01_27_21_17_18_909.jpg,D:\private\IMG\right_2021_01_27_21_17_18_909.jpg,0,1,0,8.863321
D:\private\IMG\center_2021_01_27_21_17_18_982.jpg,D:\private\IMG\left_2021_01_27_21_17_18_982.jpg,D:\private\IMG\right_2021_01_27_21_17_18_982.jpg,0,1,0,9.758952
D:\private\IMG\center_2021_01_27_21_17_19_057.jpg,D:\private\IMG\left_2021_01_27_21_17_19_057.jpg,D:\private\IMG\right_2021_01_27_21_17_19_057.jpg,-0.2,1,0,10.63658
D:\private\IMG\center_2021_01_27_21_17_19_129.jpg,D:\private\IMG\left_2021_01_27_21_17_19_129.jpg,D:\private\IMG\right_2021_01_27_21_17_19_129.jpg,-0.35,1,0,11.26958
D:\private\IMG\center_2021_01_27_21_17_19_202.jpg,D:\private\IMG\left_2021_01_27_21_17_19_202.jpg,D:\private\IMG\right_2021_01_27_21_17_19_202.jpg,-0.5500001,1,0,11.90989
D:\private\IMG\center_2021_01_27_21_17_19_275.jpg,D:\private\IMG\left_2021_01_27_21_17_19_275.jpg,D:\private\IMG\right_2021_01_27_21_17_19_275.jpg,-0.7500002,1,0,12.68664
D:\private\IMG\center_2021_01_27_21_17_19_348.jpg,D:\private\IMG\left_2021_01_27_21_17_19_348.jpg,D:\private\IMG\right_2021_01_27_21_17_19_348.jpg,-0.9000002,1,0,13.40451
D:\private\IMG\center_2021_01_27_21_17_19_422.jpg,D:\private\IMG\left_2021_01_27_21_17_19_422.jpg,D:\private\IMG\right_2021_01_27_21_17_19_422.jpg,-1,1,0,14.11971
D:\private\IMG\center_2021_01_27_21_17_19_494.jpg,D:\private\IMG\left_2021_01_27_21_17_19_494.jpg,D:\private\IMG\right_2021_01_27_21_17_19_494.jpg,0,1,0,14.85628
D:\private\IMG\center_2021_01_27_21_17_19_566.jpg,D:\private\IMG\left_2021_01_27_21_17_19_566.jpg,D:\private\IMG\right_2021_01_27_21_17_19_566.jpg,0,1,0,15.296
D:\private\IMG\center_2021_01_27_21_17_19_637.jpg,D:\private\IMG\left_2021_01_27_21_17_19_637.jpg,D:\private\IMG\right_2021_01_27_21_17_19_637.jpg,0,1,0,16.11842
D:\private\IMG\center_2021_01_27_21_17_19_708.jpg,D:\private\IMG\left_2021_01_27_21_17_19_708.jpg,D:\private\IMG\right_2021_01_27_21_17_19_708.jpg,0,1,0,16.74349
D:\private\IMG\center_2021_01_27_21_17_19_776.jpg,D:\private\IMG\left_2021_01_27_21_17_19_776.jpg,D:\private\IMG\right_2021_01_27_21_17_19_776.jpg,0,1,0,17.56809
D:\private\IMG\center_2021_01_27_21_17_19_846.jpg,D:\private\IMG\left_2021_01_27_21_17_19_846.jpg,D:\private\IMG\right_2021_01_27_21_17_19_846.jpg,0,1,0,18.18352
D:\private\IMG\center_2021_01_27_21_17_19_916.jpg,D:\private\IMG\left_2021_01_27_21_17_19_916.jpg,D:\private\IMG\right_2021_01_27_21_17_19_916.jpg,0,1,0,19.00962
D:\private\IMG\center_2021_01_27_21_17_19_986.jpg,D:\private\IMG\left_2021_01_27_21_17_19_986.jpg,D:\private\IMG\right_2021_01_27_21_17_19_986.jpg,0,1,0,19.62121
D:\private\IMG\center_2021_01_27_21_17_20_057.jpg,D:\private\IMG\left_2021_01_27_21_17_20_057.jpg,D:\private\IMG\right_2021_01_27_21_17_20_057.jpg,0,1,0,20.43218
D:\private\IMG\center_2021_01_27_21_17_20_126.jpg,D:\private\IMG\left_2021_01_27_21_17_20_126.jpg,D:\private\IMG\right_2021_01_27_21_17_20_126.jpg,0,1,0,21.04147
D:\private\IMG\center_2021_01_27_21_17_20_196.jpg,D:\private\IMG\left_2021_01_27_21_17_20_196.jpg,D:\private\IMG\right_2021_01_27_21_17_20_196.jpg,0,1,0,21.8406
D:\private\IMG\center_2021_01_27_21_17_20_268.jpg,D:\private\IMG\left_2021_01_27_21_17_20_268.jpg,D:\private\IMG\right_2021_01_27_21_17_20_268.jpg,0,1,0,22.43101
D:\private\IMG\center_2021_01_27_21_17_20_336.jpg,D:\private\IMG\left_2021_01_27_21_17_20_336.jpg,D:\private\IMG\right_2021_01_27_21_17_20_336.jpg,0,1,0,23.2193
D:\private\IMG\center_2021_01_27_21_17_20_408.jpg,D:\private\IMG\left_2021_01_27_21_17_20_408.jpg,D:\private\IMG\right_2021_01_27_21_17_20_408.jpg,0,1,0,23.8065
D:\private\IMG\center_2021_01_27_21_17_20_476.jpg,D:\private\IMG\left_2021_01_27_21_17_20_476.jpg,D:\private\IMG\right_2021_01_27_21_17_20_476.jpg,0,1,0,24.58214
D:\private\IMG\center_2021_01_27_21_17_20_545.jpg,D:\private\IMG\left_2021_01_27_21_17_20_545.jpg,D:\private\IMG\right_2021_01_27_21_17_20_545.jpg,0,1,0,25.15985
D:\private\IMG\center_2021_01_27_21_17_20_617.jpg,D:\private\IMG\left_2021_01_27_21_17_20_617.jpg,D:\private\IMG\right_2021_01_27_21_17_20_617.jpg,0,1,0,25.92484
D:\private\IMG\center_2021_01_27_21_17_20_688.jpg,D:\private\IMG\left_2021_01_27_21_17_20_688.jpg,D:\private\IMG\right_2021_01_27_21_17_20_688.jpg,0,1,0,26.49442
D:\private\IMG\center_2021_01_27_21_17_20_757.jpg,D:\private\IMG\left_2021_01_27_21_17_20_757.jpg,D:\private\IMG\right_2021_01_27_21_17_20_757.jpg,0,1,0,27.24872
D:\private\IMG\center_2021_01_27_21_17_20_826.jpg,D:\private\IMG\left_2021_01_27_21_17_20_826.jpg,D:\private\IMG\right_2021_01_27_21_17_20_826.jpg,0,1,0,27.8104
D:\private\IMG\center_2021_01_27_21_17_20_898.jpg,D:\private\IMG\left_2021_01_27_21_17_20_898.jpg,D:\private\IMG\right_2021_01_27_21_17_20_898.jpg,0,1,0,28.55405
D:\private\IMG\center_2021_01_27_21_17_20_969.jpg,D:\private\IMG\left_2021_01_27_21_17_20_969.jpg,D:\private\IMG\right_2021_01_27_21_17_20_969.jpg,-0.15,1,0,29.09884
D:\private\IMG\center_2021_01_27_21_17_21_041.jpg,D:\private\IMG\left_2021_01_27_21_17_21_041.jpg,D:\private\IMG\right_2021_01_27_21_17_21_041.jpg,-0.35,1,0,29.76194
D:\private\IMG\center_2021_01_27_21_17_21_108.jpg,D:\private\IMG\left_2021_01_27_21_17_21_108.jpg,D:\private\IMG\right_2021_01_27_21_17_21_108.jpg,-0.5000001,1,0,30.14223
D:\private\IMG\center_2021_01_27_21_17_21_180.jpg,D:\private\IMG\left_2021_01_27_21_17_21_180.jpg,D:\private\IMG\right_2021_01_27_21_17_21_180.jpg,-0.7,1,0,30.121
D:\private\IMG\center_2021_01_27_21_17_21_250.jpg,D:\private\IMG\left_2021_01_27_21_17_21_250.jpg,D:\private\IMG\right_2021_01_27_21_17_21_250.jpg,-0.8500001,1,0,30.10509
D:\private\IMG\center_2021_01_27_21_17_21_322.jpg,D:\private\IMG\left_2021_01_27_21_17_21_322.jpg,D:\private\IMG\right_2021_01_27_21_17_21_322.jpg,0,1,0,30.17522
D:\private\IMG\center_2021_01_27_21_17_21_394.jpg,D:\private\IMG\left_2021_01_27_21_17_21_394.jpg,D:\private\IMG\right_2021_01_27_21_17_21_394.jpg,0,1,0,30.18753
D:\private\IMG\center_2021_01_27_21_17_21_463.jpg,D:\private\IMG\left_2021_01_27_21_17_21_463.jpg,D:\private\IMG\right_2021_01_27_21_17_21_463.jpg,0,1,0,30.18966
D:\private\IMG\center_2021_01_27_21_17_21_532.jpg,D:\private\IMG\left_2021_01_27_21_17_21_532.jpg,D:\private\IMG\right_2021_01_27_21_17_21_532.jpg,0,1,0,30.19015
D:\private\IMG\center_2021_01_27_21_17_21_601.jpg,D:\private\IMG\left_2021_01_27_21_17_21_601.jpg,D:\private\IMG\right_2021_01_27_21_17_21_601.jpg,0,1,0,30.1903
D:\private\IMG\center_2021_01_27_21_17_21_731.jpg,D:\private\IMG\left_2021_01_27_21_17_21_731.jpg,D:\private\IMG\right_2021_01_27_21_17_21_731.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_21_808.jpg,D:\private\IMG\left_2021_01_27_21_17_21_808.jpg,D:\private\IMG\right_2021_01_27_21_17_21_808.jpg,0,1,0,30.19042
D:\private\IMG\center_2021_01_27_21_17_21_877.jpg,D:\private\IMG\left_2021_01_27_21_17_21_877.jpg,D:\private\IMG\right_2021_01_27_21_17_21_877.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_21_948.jpg,D:\private\IMG\left_2021_01_27_21_17_21_948.jpg,D:\private\IMG\right_2021_01_27_21_17_21_948.jpg,0,1,0,30.19032
D:\private\IMG\center_2021_01_27_21_17_22_019.jpg,D:\private\IMG\left_2021_01_27_21_17_22_019.jpg,D:\private\IMG\right_2021_01_27_21_17_22_019.jpg,0,1,0,30.19032
D:\private\IMG\center_2021_01_27_21_17_22_090.jpg,D:\private\IMG\left_2021_01_27_21_17_22_090.jpg,D:\private\IMG\right_2021_01_27_21_17_22_090.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_22_163.jpg,D:\private\IMG\left_2021_01_27_21_17_22_163.jpg,D:\private\IMG\right_2021_01_27_21_17_22_163.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_22_233.jpg,D:\private\IMG\left_2021_01_27_21_17_22_233.jpg,D:\private\IMG\right_2021_01_27_21_17_22_233.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_22_306.jpg,D:\private\IMG\left_2021_01_27_21_17_22_306.jpg,D:\private\IMG\right_2021_01_27_21_17_22_306.jpg,0,1,0,30.19028
D:\private\IMG\center_2021_01_27_21_17_22_378.jpg,D:\private\IMG\left_2021_01_27_21_17_22_378.jpg,D:\private\IMG\right_2021_01_27_21_17_22_378.jpg,-0.2,1,0,30.17979
D:\private\IMG\center_2021_01_27_21_17_22_450.jpg,D:\private\IMG\left_2021_01_27_21_17_22_450.jpg,D:\private\IMG\right_2021_01_27_21_17_22_450.jpg,-0.35,1,0,30.1634
D:\private\IMG\center_2021_01_27_21_17_22_524.jpg,D:\private\IMG\left_2021_01_27_21_17_22_524.jpg,D:\private\IMG\right_2021_01_27_21_17_22_524.jpg,-0.5500001,1,0,30.13918
D:\private\IMG\center_2021_01_27_21_17_22_594.jpg,D:\private\IMG\left_2021_01_27_21_17_22_594.jpg,D:\private\IMG\right_2021_01_27_21_17_22_594.jpg,-0.7500002,1,0,30.11456
D:\private\IMG\center_2021_01_27_21_17_22_666.jpg,D:\private\IMG\left_2021_01_27_21_17_22_666.jpg,D:\private\IMG\right_2021_01_27_21_17_22_666.jpg,0,1,0,30.16217
D:\private\IMG\center_2021_01_27_21_17_22_740.jpg,D:\private\IMG\left_2021_01_27_21_17_22_740.jpg,D:\private\IMG\right_2021_01_27_21_17_22_740.jpg,0,1,0,30.18106
D:\private\IMG\center_2021_01_27_21_17_22_811.jpg,D:\private\IMG\left_2021_01_27_21_17_22_811.jpg,D:\private\IMG\right_2021_01_27_21_17_22_811.jpg,0,1,0,30.1876
D:\private\IMG\center_2021_01_27_21_17_22_883.jpg,D:\private\IMG\left_2021_01_27_21_17_22_883.jpg,D:\private\IMG\right_2021_01_27_21_17_22_883.jpg,0,1,0,30.18994
D:\private\IMG\center_2021_01_27_21_17_22_957.jpg,D:\private\IMG\left_2021_01_27_21_17_22_957.jpg,D:\private\IMG\right_2021_01_27_21_17_22_957.jpg,0,1,0,30.19027
D:\private\IMG\center_2021_01_27_21_17_23_029.jpg,D:\private\IMG\left_2021_01_27_21_17_23_029.jpg,D:\private\IMG\right_2021_01_27_21_17_23_029.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_23_102.jpg,D:\private\IMG\left_2021_01_27_21_17_23_102.jpg,D:\private\IMG\right_2021_01_27_21_17_23_102.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_23_177.jpg,D:\private\IMG\left_2021_01_27_21_17_23_177.jpg,D:\private\IMG\right_2021_01_27_21_17_23_177.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_23_250.jpg,D:\private\IMG\left_2021_01_27_21_17_23_250.jpg,D:\private\IMG\right_2021_01_27_21_17_23_250.jpg,0,1,0,30.1903
D:\private\IMG\center_2021_01_27_21_17_23_323.jpg,D:\private\IMG\left_2021_01_27_21_17_23_323.jpg,D:\private\IMG\right_2021_01_27_21_17_23_323.jpg,0,1,0,30.19034
D:\private\IMG\center_2021_01_27_21_17_23_397.jpg,D:\private\IMG\left_2021_01_27_21_17_23_397.jpg,D:\private\IMG\right_2021_01_27_21_17_23_397.jpg,0,1,0,30.19018
D:\private\IMG\center_2021_01_27_21_17_23_470.jpg,D:\private\IMG\left_2021_01_27_21_17_23_470.jpg,D:\private\IMG\right_2021_01_27_21_17_23_470.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_23_545.jpg,D:\private\IMG\left_2021_01_27_21_17_23_545.jpg,D:\private\IMG\right_2021_01_27_21_17_23_545.jpg,0,1,0,30.19058
D:\private\IMG\center_2021_01_27_21_17_23_619.jpg,D:\private\IMG\left_2021_01_27_21_17_23_619.jpg,D:\private\IMG\right_2021_01_27_21_17_23_619.jpg,0,1,0,30.19035
D:\private\IMG\center_2021_01_27_21_17_23_694.jpg,D:\private\IMG\left_2021_01_27_21_17_23_694.jpg,D:\private\IMG\right_2021_01_27_21_17_23_694.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_23_768.jpg,D:\private\IMG\left_2021_01_27_21_17_23_768.jpg,D:\private\IMG\right_2021_01_27_21_17_23_768.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_23_844.jpg,D:\private\IMG\left_2021_01_27_21_17_23_844.jpg,D:\private\IMG\right_2021_01_27_21_17_23_844.jpg,0,1,0,30.19033
D:\private\IMG\center_2021_01_27_21_17_23_918.jpg,D:\private\IMG\left_2021_01_27_21_17_23_918.jpg,D:\private\IMG\right_2021_01_27_21_17_23_918.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_23_994.jpg,D:\private\IMG\left_2021_01_27_21_17_23_994.jpg,D:\private\IMG\right_2021_01_27_21_17_23_994.jpg,0,1,0,30.1903
D:\private\IMG\center_2021_01_27_21_17_24_068.jpg,D:\private\IMG\left_2021_01_27_21_17_24_068.jpg,D:\private\IMG\right_2021_01_27_21_17_24_068.jpg,0,1,0,30.19032
D:\private\IMG\center_2021_01_27_21_17_24_144.jpg,D:\private\IMG\left_2021_01_27_21_17_24_144.jpg,D:\private\IMG\right_2021_01_27_21_17_24_144.jpg,0,1,0,30.19028
D:\private\IMG\center_2021_01_27_21_17_24_219.jpg,D:\private\IMG\left_2021_01_27_21_17_24_219.jpg,D:\private\IMG\right_2021_01_27_21_17_24_219.jpg,0,1,0,30.19021
D:\private\IMG\center_2021_01_27_21_17_24_292.jpg,D:\private\IMG\left_2021_01_27_21_17_24_292.jpg,D:\private\IMG\right_2021_01_27_21_17_24_292.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_24_368.jpg,D:\private\IMG\left_2021_01_27_21_17_24_368.jpg,D:\private\IMG\right_2021_01_27_21_17_24_368.jpg,0,1,0,30.1903
D:\private\IMG\center_2021_01_27_21_17_24_441.jpg,D:\private\IMG\left_2021_01_27_21_17_24_441.jpg,D:\private\IMG\right_2021_01_27_21_17_24_441.jpg,0,1,0,30.19025
D:\private\IMG\center_2021_01_27_21_17_24_515.jpg,D:\private\IMG\left_2021_01_27_21_17_24_515.jpg,D:\private\IMG\right_2021_01_27_21_17_24_515.jpg,0,1,0,30.19032
D:\private\IMG\center_2021_01_27_21_17_24_587.jpg,D:\private\IMG\left_2021_01_27_21_17_24_587.jpg,D:\private\IMG\right_2021_01_27_21_17_24_587.jpg,0,1,0,30.19027
D:\private\IMG\center_2021_01_27_21_17_24_662.jpg,D:\private\IMG\left_2021_01_27_21_17_24_662.jpg,D:\private\IMG\right_2021_01_27_21_17_24_662.jpg,0,1,0,30.19028
D:\private\IMG\center_2021_01_27_21_17_24_735.jpg,D:\private\IMG\left_2021_01_27_21_17_24_735.jpg,D:\private\IMG\right_2021_01_27_21_17_24_735.jpg,0,1,0,30.19028
D:\private\IMG\center_2021_01_27_21_17_24_807.jpg,D:\private\IMG\left_2021_01_27_21_17_24_807.jpg,D:\private\IMG\right_2021_01_27_21_17_24_807.jpg,0,1,0,30.19031
D:\private\IMG\center_2021_01_27_21_17_24_881.jpg,D:\private\IMG\left_2021_01_27_21_17_24_881.jpg,D:\private\IMG\right_2021_01_27_21_17_24_881.jpg,-0.05,1,0,30.18972
D:\private\IMG\center_2021_01_27_21_17_24_957.jpg,D:\private\IMG\left_2021_01_27_21_17_24_957.jpg,D:\private\IMG\right_2021_01_27_21_17_24_957.jpg,-0.25,1,0,30.17477
D:\private\IMG\center_2021_01_27_21_17_25_030.jpg,D:\private\IMG\left_2021_01_27_21_17_25_030.jpg,D:\private\IMG\right_2021_01_27_21_17_25_030.jpg,-0.4,1,0,30.15751
D:\private\IMG\center_2021_01_27_21_17_25_103.jpg,D:\private\IMG\left_2021_01_27_21_17_25_103.jpg,D:\private\IMG\right_2021_01_27_21_17_25_103.jpg,-0.6000001,1,0,30.13305
D:\private\IMG\center_2021_01_27_21_17_25_179.jpg,D:\private\IMG\left_2021_01_27_21_17_25_179.jpg,D:\private\IMG\right_2021_01_27_21_17_25_179.jpg,-0.8000001,1,0,30.10931
D:\private\IMG\center_2021_01_27_21_17_25_256.jpg,D:\private\IMG\left_2021_01_27_21_17_25_256.jpg,D:\private\IMG\right_2021_01_27_21_17_25_256.jpg,-1,1,0,30.09257
D:\private\IMG\center_2021_01_27_21_17_25_333.jpg,D:\private\IMG\left_2021_01_27_21_17_25_333.jpg,D:\private\IMG\right_2021_01_27_21_17_25_333.jpg,0,1,0,30.16598
D:\private\IMG\center_2021_01_27_21_17_25_413.jpg,D:\private\IMG\left_2021_01_27_21_17_25_413.jpg,D:\private\IMG\right_2021_01_27_21_17_25_413.jpg,0,1,0,30.18302
D:\private\IMG\center_2021_01_27_21_17_25_491.jpg,D:\private\IMG\left_2021_01_27_21_17_25_491.jpg,D:\private\IMG\right_2021_01_27_21_17_25_491.jpg,0,1,0,30.18793
D:\private\IMG\center_2021_01_27_21_17_25_570.jpg,D:\private\IMG\left_2021_01_27_21_17_25_570.jpg,D:\private\IMG\right_2021_01_27_21_17_25_570.jpg,0,1,0,30.19002
D:\private\IMG\center_2021_01_27_21_17_25_649.jpg,D:\private\IMG\left_2021_01_27_21_17_25_649.jpg,D:\private\IMG\right_2021_01_27_21_17_25_649.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_25_727.jpg,D:\private\IMG\left_2021_01_27_21_17_25_727.jpg,D:\private\IMG\right_2021_01_27_21_17_25_727.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_25_806.jpg,D:\private\IMG\left_2021_01_27_21_17_25_806.jpg,D:\private\IMG\right_2021_01_27_21_17_25_806.jpg,0,1,0,30.19028
D:\private\IMG\center_2021_01_27_21_17_25_883.jpg,D:\private\IMG\left_2021_01_27_21_17_25_883.jpg,D:\private\IMG\right_2021_01_27_21_17_25_883.jpg,0,1,0,30.19029
D:\private\IMG\center_2021_01_27_21_17_25_960.jpg,D:\private\IMG\left_2021_01_27_21_17_25_960.jpg,D:\private\IMG\right_2021_01_27_21_17_25_960.jpg,0,1,0,30.19277
D:\private\IMG\center_2021_01_27_21_17_26_038.jpg,D:\private\IMG\left_2021_01_27_21_17_26_038.jpg,D:\private\IMG\right_2021_01_27_21_17_26_038.jpg,0.2,1,0,30.17921
D:\private\IMG\center_2021_01_27_21_17_26_115.jpg,D:\private\IMG\left_2021_01_27_21_17_26_115.jpg,D:\private\IMG\right_2021_01_27_21_17_26_115.jpg,0.4,1,0,30.15753
D:\private\IMG\center_2021_01_27_21_17_26_193.jpg,D:\private\IMG\left_2021_01_27_21_17_26_193.jpg,D:\private\IMG\right_2021_01_27_21_17_26_193.jpg,0,1,0,30.18504
D:\private\IMG\center_2021_01_27_21_17_26_272.jpg,D:\private\IMG\left_2021_01_27_21_17_26_272.jpg,D:\private\IMG\right_2021_01_27_21_17_26_272.jpg,0,1,0,30.18912
D:\private\IMG\center_2021_01_27_21_17_26_349.jpg,D:\private\IMG\left_2021_01_27_21_17_26_349.jpg,D:\private\IMG\right_2021_01_27_21_17_26_349.jpg,0,1,0,30.18906
D:\private\IMG\center_2021_01_27_21_17_26_426.jpg,D:\private\IMG\left_2021_01_27_21_17_26_426.jpg,D:\private\IMG\right_2021_01_27_21_17_26_426.jpg,0,1,0,30.19063
D:\private\IMG\center_2021_01_27_21_17_26_503.jpg,D:\private\IMG\left_2021_01_27_21_17_26_503.jpg,D:\private\IMG\right_2021_01_27_21_17_26_503.jpg,0,1,0,30.19038
D:\private\IMG\center_2021_01_27_21_17_26_580.jpg,D:\private\IMG\left_2021_01_27_21_17_26_580.jpg,D:\private\IMG\right_2021_01_27_21_17_26_580.jpg,0,1,0,30.19033
